t,I_fixed,I_smooth,slope,dx,dy
113.199997,0.163172,0.164926,-0.014960,0,0
113.400002,0.160264,0.161978,-0.014611,0,0
113.599998,0.157424,0.159098,-0.014270,0,0
113.800003,0.154650,0.156285,-0.013937,0,0
114.000000,0.151941,0.153538,-0.013612,0,0
114.199997,0.149295,0.150855,-0.013295,0,0
114.400002,0.146711,0.148234,-0.012984,0,0
114.599998,0.144187,0.145675,-0.012682,0,0
114.800003,0.141722,0.143175,-0.012386,0,0
115.000000,0.139315,0.140734,-0.012097,0,0
115.199997,0.136963,0.138349,-0.011815,0,0
115.400002,0.134667,0.136020,-0.011539,0,0
115.599998,0.132424,0.133746,-0.011270,0,0
115.800003,0.130233,0.131524,-0.011007,0,0
116.000000,0.128094,0.129355,-0.010750,0,0
116.199997,0.126004,0.127236,-0.010500,0,0
116.400002,0.123963,0.125166,-0.010255,0,0
116.599998,0.121970,0.123145,-0.010016,0,0
116.800003,0.120023,0.121170,-0.009782,0,0
117.000000,0.118122,0.119242,-0.009554,0,0
117.199997,0.116264,0.117359,-0.009331,0,0
117.400002,0.114451,0.115520,-0.009114,0,0
117.599998,0.112679,0.113723,-0.008901,0,0
117.800003,0.110949,0.111969,-0.008693,0,0
118.000000,0.109259,0.110255,-0.008491,0,0
118.199997,0.107609,0.108582,-0.008293,0,0
118.400002,0.105997,0.106947,-0.008099,0,0
118.599998,0.104423,0.105351,-0.007910,0,0
118.800003,0.102885,0.103791,-0.007726,0,0
119.000000,0.101384,0.102269,-0.007546,0,0
119.199997,0.099917,0.100781,-0.007370,0,0
119.400002,0.098484,0.099329,-0.007198,0,0
119.599998,0.097085,0.097910,-0.007030,0,0
119.800003,0.095719,0.096524,-0.006866,0,0
120.000000,0.094384,0.095171,-0.006706,0,0
120.199997,0.093081,0.093849,-0.006549,0,0
120.400002,0.091808,0.092558,-0.006396,0,0
120.599998,0.090565,0.091297,-0.006247,0,0
120.800003,0.089350,0.090066,-0.006102,0,0
121.000000,0.088164,0.088863,-0.005959,0,0
121.199997,0.087006,0.087689,-0.005820,0,0
121.400002,0.085875,0.086541,-0.005685,0,0
121.599998,0.084770,0.085421,-0.005552,0,0
121.800003,0.083690,0.084326,-0.005422,0,0
122.000000,0.082636,0.083258,-0.005296,0,0
122.199997,0.081607,0.082214,-0.005172,0,0
122.400002,0.080602,0.081194,-0.005052,0,0
122.599998,0.079620,0.080198,-0.004934,0,0
122.800003,0.078661,0.079226,-0.004819,0,0
123.000000,0.077724,0.078276,-0.004707,0,0
123.199997,0.076809,0.077348,-0.004597,0,0
123.400002,0.075915,0.076442,-0.004490,0,0
123.599998,0.075043,0.075557,-0.004385,0,0
123.800003,0.074191,0.074693,-0.004283,0,0
124.000000,0.073358,0.073849,-0.004183,0,0
124.199997,0.072545,0.073024,-0.004085,0,0
124.400002,0.071751,0.072219,-0.003990,0,0
124.599998,0.070975,0.071432,-0.003897,0,0
124.800003,0.070218,0.070664,-0.003806,0,0
125.000000,0.069478,0.069914,-0.003717,0,0
125.199997,0.068756,0.069182,-0.003630,0,0
125.400002,0.068050,0.068466,-0.003546,0,0
125.599998,0.067361,0.067767,-0.003463,0,0
125.800003,0.066688,0.067084,-0.003382,0,0
126.000000,0.066030,0.066418,-0.003303,0,0
126.199997,0.065388,0.065766,-0.003226,0,0
126.400002,0.064761,0.065131,-0.003151,0,0
126.599998,0.064148,0.064509,-0.003078,0,0
126.800003,0.063550,0.063903,-0.003006,0,0
127.000000,0.062966,0.063310,-0.002936,0,0
127.199997,0.062395,0.062732,-0.002867,0,0
127.400002,0.061838,0.062166,-0.002800,0,0
127.599998,0.061294,0.061614,-0.002735,0,0
127.800003,0.060762,0.061075,-0.002671,0,0
128.000000,0.060243,0.060549,-0.002609,0,0
128.199997,0.059736,0.060035,-0.002548,0,0
128.399994,0.059240,0.059532,-0.002489,0,0
128.600006,0.058757,0.059042,-0.002431,0,0
128.800003,0.058284,0.058563,-0.002374,0,0
129.000000,0.057823,0.058095,-0.002319,0,0
129.199997,0.057372,0.057638,-0.002265,0,0
129.399994,0.056932,0.057191,-0.002212,0,0
129.600006,0.056502,0.056755,-0.002160,0,0
129.800003,0.056082,0.056330,-0.002110,0,0
130.000000,0.055672,0.055914,-0.002061,0,0
130.199997,0.055272,0.055508,-0.002012,0,0
130.399994,0.054880,0.055111,-0.001966,0,0
130.600006,0.054498,0.054723,-0.001920,0,0
130.800003,0.054125,0.054345,-0.001875,0,0
131.000000,0.053761,0.053976,-0.001831,0,0
131.199997,0.053405,0.053615,-0.001788,0,0
131.399994,0.053057,0.053262,-0.001747,0,0
131.600006,0.052718,0.052918,-0.001706,0,0
131.800003,0.052386,0.052581,-0.001666,0,0
132.000000,0.052062,0.052253,-0.001627,0,0
132.199997,0.051746,0.051932,-0.001589,0,0
132.399994,0.051437,0.051619,-0.001552,0,0
132.600006,0.051135,0.051313,-0.001516,0,0
132.800003,0.050840,0.051014,-0.001481,0,0
133.000000,0.050553,0.050722,-0.001446,0,0
133.199997,0.050272,0.050437,-0.001413,0,0
133.399994,0.049997,0.050159,-0.001380,0,0
133.600006,0.049729,0.049887,-0.001347,0,0
133.800003,0.049467,0.049621,-0.001316,0,0
134.000000,0.049211,0.049362,-0.001285,0,0
134.199997,0.048961,0.049108,-0.001255,0,0
134.399994,0.048717,0.048861,-0.001226,0,0
134.600006,0.048479,0.048619,-0.001197,0,0
134.800003,0.048246,0.048383,-0.001170,0,0
135.000000,0.048019,0.048153,-0.001142,0,0
135.199997,0.047797,0.047928,-0.001116,0,0
135.399994,0.047580,0.047708,-0.001090,0,0
135.600006,0.047368,0.047493,-0.001064,0,0
135.800003,0.047161,0.047283,-0.001039,0,0
136.000000,0.046959,0.047078,-0.001015,0,0
136.199997,0.046762,0.046878,-0.000991,0,0
136.399994,0.046569,0.046683,-0.000968,0,0
136.600006,0.046381,0.046492,-0.000946,0,0
136.800003,0.046197,0.046306,-0.000924,0,0
137.000000,0.046018,0.046124,-0.000902,0,0
137.199997,0.045843,0.045946,-0.000881,0,0
137.399994,0.045671,0.045772,-0.000860,0,0
137.600006,0.045504,0.045603,-0.000840,0,0
137.800003,0.045341,0.045437,-0.000821,0,0
138.000000,0.045181,0.045275,-0.000802,0,0
138.199997,0.045025,0.045117,-0.000783,0,0
138.399994,0.044873,0.044963,-0.000765,0,0
138.600006,0.044724,0.044812,-0.000747,0,0
138.800003,0.044579,0.044665,-0.000729,0,0
139.000000,0.044437,0.044521,-0.000712,0,0
139.199997,0.044299,0.044381,-0.000696,0,0
139.399994,0.044164,0.044243,-0.000680,0,0
139.600006,0.044032,0.044110,-0.000664,0,0
139.800003,0.043903,0.043979,-0.000648,0,0
140.000000,0.043777,0.043851,-0.000633,0,0
140.199997,0.043654,0.043726,-0.000618,0,0
140.399994,0.043533,0.043604,-0.000604,0,0
140.600006,0.043416,0.043485,-0.000590,0,0
140.800003,0.043301,0.043369,-0.000576,0,0
141.000000,0.043189,0.043255,-0.000563,0,0
141.199997,0.043080,0.043144,-0.000550,0,0
141.399994,0.042973,0.043036,-0.000537,0,0
141.600006,0.042869,0.042930,-0.000524,0,0
141.800003,0.042767,0.042827,-0.000512,0,0
142.000000,0.042667,0.042726,-0.000500,0,0
142.199997,0.042570,0.042627,-0.000488,0,0
142.399994,0.042475,0.042531,-0.000477,0,0
142.600006,0.042383,0.042437,-0.000466,0,0
142.800003,0.042292,0.042345,-0.000455,0,0
143.000000,0.042204,0.042256,-0.000444,0,0
143.199997,0.042117,0.042168,-0.000434,0,0
143.399994,0.042033,0.042083,-0.000424,0,0
143.600006,0.041950,0.041999,-0.000414,0,0
143.800003,0.041870,0.041917,-0.000404,0,0
144.000000,0.041791,0.041838,-0.000395,0,0
144.199997,0.041715,0.041760,-0.000386,0,0
144.399994,0.041640,0.041684,-0.000377,0,0
144.600006,0.041566,0.041610,-0.000368,0,0
144.800003,0.041495,0.041537,-0.000359,0,0
145.000000,0.041425,0.041466,-0.000351,0,0
145.199997,0.041357,0.041397,-0.000343,0,0
145.399994,0.041290,0.041329,-0.000335,0,0
145.600006,0.041225,0.041263,-0.000327,0,0
145.800003,0.041162,0.041199,-0.000319,0,0
146.000000,0.041099,0.041136,-0.000312,0,0
146.199997,0.041039,0.041075,-0.000305,0,0
146.399994,0.040980,0.041015,-0.000298,0,0
146.600006,0.040922,0.040956,-0.000291,0,0
146.800003,0.040865,0.040899,-0.000284,0,0
147.000000,0.040810,0.040843,-0.000277,0,0
147.199997,0.040756,0.040788,-0.000271,0,0
147.399994,0.040704,0.040735,-0.000264,0,0
147.600006,0.040652,0.040682,-0.000258,0,0
147.800003,0.040602,0.040632,-0.000252,0,0
148.000000,0.040553,0.040582,-0.000246,0,0
148.199997,0.040505,0.040533,-0.000241,0,0
148.399994,0.040458,0.040486,-0.000235,0,0
148.600006,0.040413,0.040440,-0.000230,0,0
148.800003,0.040368,0.040394,-0.000224,0,0
149.000000,0.040324,0.040350,-0.000219,0,0
149.199997,0.040282,0.040307,-0.000214,0,0
149.399994,0.040240,0.040265,-0.000209,0,0
149.600006,0.040200,0.040224,-0.000204,0,0
149.800003,0.040160,0.040183,-0.000199,0,0
150.000000,0.040121,0.040144,-0.000195,0,0
150.199997,0.040084,0.040106,-0.000190,0,0
150.399994,0.040047,0.040068,-0.000186,0,0
150.600006,0.040011,0.040032,-0.000181,0,0
150.800003,0.039975,0.039996,-0.000177,0,0
151.000000,0.039941,0.039961,-0.000173,0,0
151.199997,0.039907,0.039927,-0.000169,0,0
151.399994,0.039875,0.039894,-0.000165,0,0
151.600006,0.039842,0.039861,-0.000161,0,0
151.800003,0.039811,0.039830,-0.000157,0,0
152.000000,0.039781,0.039799,-0.000154,0,0
152.199997,0.039751,0.039768,-0.000150,0,0
152.399994,0.039722,0.039739,-0.000147,0,0
152.600006,0.039693,0.039710,-0.000143,0,0
152.800003,0.039665,0.039682,-0.000140,0,0
153.000000,0.039638,0.039654,-0.000137,0,0
153.199997,0.039611,0.039627,-0.000133,0,0
153.399994,0.039586,0.039601,-0.000130,0,0
153.600006,0.039560,0.039575,-0.000127,0,0
153.800003,0.039536,0.039550,-0.000124,0,0
154.000000,0.039511,0.039526,-0.000121,0,0
154.199997,0.039488,0.039502,-0.000119,0,0
154.399994,0.039465,0.039478,-0.000116,0,0
154.600006,0.039442,0.039455,-0.000113,0,0
154.800003,0.039420,0.039433,-0.000110,0,0
155.000000,0.039399,0.039411,-0.000108,0,0
155.199997,0.039378,0.039390,-0.000105,0,0
155.399994,0.039357,0.039369,-0.000103,0,0
155.600006,0.039337,0.039349,-0.000100,0,0
155.800003,0.039318,0.039329,-0.000098,0,0
156.000000,0.039299,0.039310,-0.000096,0,0
156.199997,0.039280,0.039291,-0.000094,0,0
156.399994,0.039262,0.039273,-0.000091,0,0
156.600006,0.039244,0.039255,-0.000089,0,0
156.800003,0.039227,0.039237,-0.000087,0,0
157.000000,0.039210,0.039220,-0.000085,0,0
157.199997,0.039193,0.039203,-0.000083,0,0
157.399994,0.039177,0.039187,-0.000081,0,0
157.600006,0.039161,0.039171,-0.000079,0,0
157.800003,0.039146,0.039155,-0.000077,0,0
158.000000,0.039131,0.039140,-0.000076,0,0
158.199997,0.039116,0.039125,-0.000074,0,0
158.399994,0.039102,0.039110,-0.000072,0,0
158.600006,0.039088,0.039096,-0.000071,0,0
158.800003,0.039074,0.039082,-0.000069,0,0
159.000000,0.039061,0.039069,-0.000067,0,0
159.199997,0.039048,0.039055,-0.000066,0,0
159.399994,0.039035,0.039042,-0.000064,0,0
159.600006,0.039022,0.039030,-0.000063,0,0
159.800003,0.039010,0.039017,-0.000061,0,0
160.000000,0.038998,0.039005,-0.000060,0,0
160.199997,0.038987,0.038993,-0.000058,0,0
160.399994,0.038975,0.038982,-0.000057,0,0
160.600006,0.038964,0.038971,-0.000056,0,0
160.800003,0.038953,0.038960,-0.000054,0,0
161.000000,0.038943,0.038949,-0.000053,0,0
161.199997,0.038932,0.038938,-0.000052,0,0
161.399994,0.038922,0.038928,-0.000051,0,0
161.600006,0.038913,0.038918,-0.000049,0,0
161.800003,0.038903,0.038909,-0.000048,0,0
162.000000,0.038893,0.038899,-0.000047,0,0
162.199997,0.038884,0.038890,-0.000046,0,0
162.399994,0.038875,0.038881,-0.000045,0,0
162.600006,0.038867,0.038872,-0.000044,0,0
162.800003,0.038858,0.038863,-0.000043,0,0
163.000000,0.038850,0.038855,-0.000042,0,0
163.199997,0.038842,0.038846,-0.000041,0,0
163.399994,0.038834,0.038838,-0.000040,0,0
163.600006,0.038826,0.038830,-0.000039,0,0
163.800003,0.038818,0.038823,-0.000038,0,0
164.000000,0.038811,0.038815,-0.000037,0,0
164.199997,0.038804,0.038808,-0.000036,0,0
164.399994,0.038796,0.038801,-0.000036,0,0
164.600006,0.038790,0.038794,-0.000035,0,0
164.800003,0.038783,0.038787,-0.000034,0,0
165.000000,0.038776,0.038780,-0.000033,0,0
165.199997,0.038770,0.038774,-0.000032,0,0
165.399994,0.038763,0.038767,-0.000032,0,0
165.600006,0.038757,0.038761,-0.000031,0,0
165.800003,0.038751,0.038755,-0.000030,0,0
166.000000,0.038745,0.038749,-0.000029,0,0
166.199997,0.038740,0.038743,-0.000029,0,0
166.399994,0.038734,0.038737,-0.000028,0,0
166.600006,0.038729,0.038732,-0.000027,0,0
166.800003,0.038723,0.038726,-0.000027,0,0
167.000000,0.038718,0.038721,-0.000026,0,0
167.199997,0.038713,0.038716,-0.000026,0,0
167.399994,0.038708,0.038711,-0.000025,0,0
167.600006,0.038703,0.038706,-0.000024,0,0
167.800003,0.038698,0.038701,-0.000024,0,0
168.000000,0.038694,0.038696,-0.000023,0,0
168.199997,0.038689,0.038692,-0.000023,0,0
168.399994,0.038685,0.038687,-0.000022,0,0
168.600006,0.038681,0.038683,-0.000022,0,0
168.800003,0.038676,0.038679,-0.000021,0,0
169.000000,0.038672,0.038675,-0.000021,0,0
169.199997,0.038668,0.038671,-0.000020,0,0
169.399994,0.038664,0.038667,-0.000020,0,0
169.600006,0.038661,0.038663,-0.000019,0,0
169.800003,0.038657,0.038659,-0.000019,0,0
170.000000,0.038653,0.038655,-0.000018,0,0
170.199997,0.038650,0.038652,-0.000018,0,0
170.399994,0.038646,0.038648,-0.000017,0,0
170.600006,0.038643,0.038645,-0.000017,0,0
170.800003,0.038639,0.038641,-0.000017,0,0
171.000000,0.038636,0.038638,-0.000016,0,0
171.199997,0.038633,0.038635,-0.000016,0,0
171.399994,0.038630,0.038632,-0.000016,0,0
171.600006,0.038627,0.038629,-0.000015,0,0
171.800003,0.038624,0.038626,-0.000015,0,0
172.000000,0.038621,0.038623,-0.000015,0,0
172.199997,0.038618,0.038620,-0.000014,0,0
172.399994,0.038615,0.038617,-0.000014,0,0
172.600006,0.038613,0.038614,-0.000014,0,0
172.800003,0.038610,0.038612,-0.000013,0,0
173.000000,0.038607,0.038609,-0.000013,0,0
173.199997,0.038605,0.038606,-0.000013,0,0
173.399994,0.038603,0.038604,-0.000012,0,0
173.600006,0.038600,0.038602,-0.000012,0,0
173.800003,0.038598,0.038599,-0.000012,0,0
174.000000,0.038595,0.038597,-0.000011,0,0
174.199997,0.038593,0.038595,-0.000011,0,0
174.399994,0.038591,0.038592,-0.000011,0,0
174.600006,0.038589,0.038590,-0.000011,0,0
174.800003,0.038587,0.038588,-0.000010,0,0
175.000000,0.038585,0.038586,-0.000010,0,0
175.199997,0.038583,0.038584,-0.000010,0,0
175.399994,0.038581,0.038582,-0.000010,0,0
175.600006,0.038579,0.038580,-0.000009,0,0
175.800003,0.038577,0.038578,-0.000009,0,0
176.000000,0.038575,0.038576,-0.000009,0,0
176.199997,0.038574,0.038575,-0.000009,0,0
176.399994,0.038572,0.038573,-0.000009,0,0
176.600006,0.038570,0.038571,-0.000008,0,0
176.800003,0.038569,0.038570,-0.000008,0,0
177.000000,0.038567,0.038568,-0.000008,0,0
177.199997,0.038565,0.038566,-0.000008,0,0
177.399994,0.038564,0.038565,-0.000008,0,0
177.600006,0.038562,0.038563,-0.000008,0,0
177.800003,0.038561,0.038562,-0.000007,0,0
178.000000,0.038560,0.038560,-0.000007,0,0
178.199997,0.038558,0.038559,-0.000007,0,0
178.399994,0.038557,0.038558,-0.000007,0,0
178.600006,0.038555,0.038556,-0.000007,0,0
178.800003,0.038554,0.038555,-0.000006,0,0
179.000000,0.038553,0.038554,-0.000006,0,0
179.199997,0.038552,0.038552,-0.000006,0,0
179.399994,0.038550,0.038551,-0.000006,0,0
179.600006,0.038549,0.038550,-0.000006,0,0
179.800003,0.038548,0.038549,-0.000006,0,0
180.000000,0.038547,0.038548,-0.000006,0,0
180.199997,0.038546,0.038547,-0.000005,0,0
180.399994,0.038545,0.038546,-0.000005,0,0
180.600006,0.038544,0.038544,-0.000005,0,0
180.800003,0.038543,0.038543,-0.000005,0,0
181.000000,0.038542,0.038542,-0.000005,0,0
181.199997,0.038541,0.038541,-0.000005,0,0
181.399994,0.038540,0.038540,-0.000005,0,0
181.600006,0.038539,0.038539,-0.000005,0,0
181.800003,0.038538,0.038539,-0.000005,0,0
182.000000,0.038537,0.038538,-0.000004,0,0
182.199997,0.038536,0.038537,-0.000004,0,0
182.399994,0.038535,0.038536,-0.000004,0,0
182.600006,0.038535,0.038535,-0.000004,0,0
182.800003,0.038534,0.038534,-0.000004,0,0
183.000000,0.038533,0.038533,-0.000004,0,0
183.199997,0.038532,0.038533,-0.000004,0,0
183.399994,0.038531,0.038532,-0.000004,0,0
183.600006,0.038531,0.038531,-0.000004,0,0
183.800003,0.038530,0.038530,-0.000004,0,0
184.000000,0.038529,0.038530,-0.000004,0,0
184.199997,0.038529,0.038529,-0.000003,0,0
184.399994,0.038528,0.038528,-0.000003,0,0
184.600006,0.038527,0.038528,-0.000003,0,0
184.800003,0.038527,0.038527,-0.000003,0,0
185.000000,0.038526,0.038526,-0.000003,0,0
185.199997,0.038525,0.038526,-0.000003,0,0
185.399994,0.038525,0.038525,-0.000003,0,0
185.600006,0.038524,0.038525,-0.000003,0,0
185.800003,0.038524,0.038524,-0.000003,0,0
186.000000,0.038523,0.038524,-0.000003,0,0
186.199997,0.038523,0.038523,-0.000003,0,0
186.399994,0.038522,0.038522,-0.000003,0,0
186.600006,0.038522,0.038522,-0.000003,0,0
186.800003,0.038521,0.038521,-0.000003,0,0
187.000000,0.038521,0.038521,-0.000002,0,0
187.199997,0.038520,0.038520,-0.000002,0,0
187.399994,0.038520,0.038520,-0.000002,0,0
187.600006,0.038519,0.038519,-0.000002,0,0
187.800003,0.038519,0.038519,-0.000002,0,0
188.000000,0.038518,0.038519,-0.000002,0,0
188.199997,0.038518,0.038518,-0.000002,0,0
188.399994,0.038517,0.038518,-0.000002,0,0
188.600006,0.038517,0.038517,-0.000002,0,0
188.800003,0.038517,0.038517,-0.000002,0,0
189.000000,0.038516,0.038516,-0.000002,0,0
189.199997,0.038516,0.038516,-0.000002,0,0
189.399994,0.038516,0.038516,-0.000002,0,0
189.600006,0.038515,0.038515,-0.000002,0,0
189.800003,0.038515,0.038515,-0.000002,0,0
190.000000,0.038514,0.038515,-0.000002,0,0
190.199997,0.038514,0.038514,-0.000002,0,0
190.399994,0.038514,0.038514,-0.000002,0,0
190.600006,0.038513,0.038514,-0.000002,0,0
190.800003,0.038513,0.038513,-0.000002,0,0
191.000000,0.038513,0.038513,-0.000002,0,0
191.199997,0.038513,0.038513,-0.000002,0,0
191.399994,0.038512,0.038512,-0.000001,0,0
191.600006,0.038512,0.038512,-0.000001,0,0
191.800003,0.038512,0.038512,-0.000001,0,0
192.000000,0.038511,0.038512,-0.000001,0,0
192.199997,0.038511,0.038511,-0.000001,0,0
192.399994,0.038511,0.038511,-0.000001,0,0
192.600006,0.038511,0.038511,-0.000001,0,0
192.800003,0.038510,0.038511,-0.000001,0,0
193.000000,0.038510,0.038510,-0.000001,0,0
193.199997,0.038510,0.038510,-0.000001,0,0
193.399994,0.038510,0.038510,-0.000001,0,0
193.600006,0.038509,0.038510,-0.000001,0,0
193.800003,0.038509,0.038509,-0.000001,0,0
194.000000,0.038509,0.038509,-0.000001,0,0
194.199997,0.038509,0.038509,-0.000001,0,0
194.399994,0.038509,0.038509,-0.000001,0,0
194.600006,0.038508,0.038508,-0.000001,0,0
194.800003,0.038508,0.038508,-0.000001,0,0
195.000000,0.038508,0.038508,-0.000001,0,0
195.199997,0.038508,0.038508,-0.000001,0,0
195.399994,0.038508,0.038508,-0.000001,0,0
195.600006,0.038507,0.038508,-0.000001,0,0
195.800003,0.038507,0.038507,-0.000001,0,0
196.000000,0.038507,0.038507,-0.000001,0,0
196.199997,0.038507,0.038507,-0.000001,0,0
196.399994,0.038507,0.038507,-0.000001,0,0
196.600006,0.038507,0.038507,-0.000001,0,0
196.800003,0.038506,0.038507,-0.000001,0,0
197.000000,0.038506,0.038506,-0.000001,0,0
197.199997,0.038506,0.038506,-0.000001,0,0
197.399994,0.038506,0.038506,-0.000001,0,0
197.600006,0.038506,0.038506,-0.000001,0,0
197.800003,0.038506,0.038506,-0.000001,0,0
198.000000,0.038506,0.038506,-0.000001,0,0
198.199997,0.038505,0.038506,-0.000001,0,0
198.399994,0.038505,0.038505,0.000000,0,0
198.600006,0.038505,0.038505,0.000000,0,0
198.800003,0.038505,0.038505,0.000000,0,0
199.000000,0.038505,0.038505,0.000000,0,0
199.199997,0.038505,0.038505,0.000000,0,0
199.399994,0.038505,0.038505,0.000000,0,0
199.600006,0.038505,0.038505,0.000000,0,0
199.800003,0.038505,0.038505,0.000000,0,0
200.000000,0.038504,0.038505,0.000000,0,0
